"spkthr"	"spkmax"	"spkhlf"	"rheo"	"ahp"	"vm"	"ir"	"sag"	"tau"	"resf"	"resmag"	"OSSClusterID"
-42.2731246948242	40.8293746948242	0.4	192	-59.25	-69.0733947753906	37.6027603149414	0.604037761688232	12.5669317245483	7.55	1.3155853512234	31
-38.9012496948242	43.7618743896484	0.4	231	-56.8468742370605	-65.2778167724609	33.7983474731445	0.629266917705536	13.1486692428589	8.15	1.56369384710344	32
-34.9168762207031	43.5662498474121	0.41	407.625	-50.5187492370605	-62.5132446289062	25.9673252105713	0.580623149871826	6.7910532951355	12.6	2.19160246854344	33
-35.7931243896484	43.6593742370605	0.32	419.75	-55.7437515258789	-65.6555709838867	22.406457901001	0.585522353649139	9.09939098358154	11.7	1.55902183274142	34
-41.0818748474121	41.2818756103516	0.35	379.5	-57.7249984741211	-67.7955703735352	26.8167114257812	0.618391752243042	7.43822813034058	10.8	1.59914096248494	35
-35.7037498474121	38.6056251525879	0.4	392.25	-51.2000007629395	-64.3028106689453	23.6800003051758	0.550190806388855	11.1009130477905	10.9	1.8461802649792	36
-38.4400001525879	44.9668754577637	0.35	269	-57.0499992370605	-67.7601776123047	41.7768707275391	0.694379508495331	9.55648040771484	7.8	1.59219627502057	37
-41.4731254577637	46.2724990844727	0.38	208.375	-59.75	-66.2302017211914	39.4871711730957	0.637012839317322	30.9953060150146	6.85	1.46236445949496	38
-39.4381248474121	42.3618751525879	0.35	223.75	-57.3250007629395	-64.8153839111328	32.6792182922363	0.579594910144806	8.75835514068604	10.75	1.53784423712609	39
-39.0537506103516	45.5381256103516	0.34	411.5	-57.6687507629395	-65.3106918334961	24.7371826171875	0.573512315750122	7.72887992858887	10.95	1.36606111427566	40
-37.0143745422363	39.6506248474121	0.43	411.75	-50.6156234741211	-64.7570648193359	22.9129219055176	0.608047127723694	6.60817241668701	10.5	1.71974452606143	41
-39.8956245422363	45.8356246948242	0.4	325.375	-58.1624984741211	-64.8282852172852	28.8544120788574	0.593556821346283	13.4568195343018	8.75	1.48885786555235	42
-40.196875	45.2462493896484	0.35	146.375	-58.046875	-65.6560821533203	45.0798873901367	0.561333298683167	7.67271327972412	9.8	1.89756705905603	43
-35.553125	46.034375	0.31	324.375	-57.1749992370605	-62.9459838867188	25.2821235656738	0.576822638511658	6.79691362380981	11.55	2.05426770827127	44
-40.9381240844727	45.1125	0.41	238.5	-57.90625	-66.4711990356445	36.5747261047363	0.644857048988342	8.70406627655029	9.4	1.739944129281	45
-36.2481246948242	37.4681251525879	0.4	386.875	-52.0218734741211	-65.4396209716797	21.4778900146484	0.562170803546906	9.49289226531982	10.35	1.99645671352169	46
-35.278125	41.3806251525879	0.4	399.75	-52.3781242370605	-64.7838973999023	23.6959838867188	0.569027185440063	8.61824607849121	12.3	1.69767231629976	47
-45.2681243896484	52.4599990844727	0.54	221.25	-56.3812484741211	-68.7607116699219	48.0582656860352	0.720635712146759	11.7762413024902	4.85	1.18202469558191	48
-41.0479176839193	28.1437498728434	0.65	1973.125	-55.6124992370605	-73.738037109375	28.4234008789062	0.693003058433533	7.20227098464966	1	1	49
-44.1162498474121	46.2668746948242	0.58	378.125	-56.4656257629395	-71.0543670654297	50.9427528381348	0.761726558208466	13.2881879806519	6.3	1.05697987090567	50
-41.8949996948242	50.9925010681152	0.53	153.125	-56.9937515258789	-63.9564895629883	57.2598342895508	0.772523760795593	11.6553583145142	4.6	1.26449656847264	51
-39.1224998474121	49.3681251525879	0.53	183.75	-55.2062492370605	-63.0471267700195	51.6144027709961	0.739721238613129	16.6319961547852	4.9	1.29396795744601	52
-41.9737503051758	45.5075004577637	0.55	309.375	-57.2281265258789	-67.9208374023438	58.9297103881836	0.745330810546875	13.6862478256226	1	1	53
-40.1349998474121	46.4881248474121	0.63	210.625	-56.25	-68.8480606079102	55.7885818481445	0.714403033256531	13.2918033599854	1	1	54
-38.9106246948242	46.2118759155273	0.62	137.5	-57.484375	-63.7679214477539	60.6823043823242	0.820914506912231	13.7796592712402	3.45	1.16720941146446	55
-41.1050010681152	51.2731254577637	0.62	194.375	-54.7000007629395	-64.5788497924805	51.302734375	0.707633376121521	17.7066822052002	5.4	1.27526510650686	56
-37.2718742370605	51.1018753051758	0.67	195.625	-54.359375	-65.6367111206055	64.1567230224609	0.815351068973541	15.9017133712769	3.75	1.10376917088149	57
-35.0712608337402	41.9641716003418	0.65	273.445831298828	-48.3809928894043	-61.2670669555664	57.8664398193359	0.954788267612457	13.8235273361206	2.25	1.01818262385276	58
-40.531632232666	44.520401763916	0.62	244.148071289062	-50.065616607666	-66.1740493774414	46.2739181518555	0.756193101406097	16.1513156890869	4.85	1.16888935418775	59
-38.7273773193359	43.8050476074219	0.64	371.715454101562	-50.2945022583008	-73.4200286865234	48.7291641235352	0.85302209854126	13.9331169128418	1.05	1.0288685063087	60
-30.364086151123	43.9576400756836	0.6	255.745101928711	-45.4115409851074	-75.0645523071289	72.1935195922852	0.903235197067261	12.9834356307983	1.3	1.01109069300218	61
-40.1018737792969	50.7099998474121	0.63	231.25	-51.609375	-66.9998321533203	47.5754508972168	0.77868664264679	19.3949584960938	5.1	1.05631518119605	62
-40.709375	51.2218757629395	0.6	160	-52.84375	-67.6359100341797	72.8949966430664	0.767819046974182	15.7084932327271	3.55	1.08610809158532	63
-41.1268745422363	49.7762496948242	0.61	240	-52.4375	-67.6726531982422	49.0891799926758	0.813333511352539	14.1502208709717	4.5	1.00000644058674	64
-39.4699996948242	48.7356254577637	0.59	260.625	-52.265625	-69.7247848510742	53.3525619506836	0.809571981430054	13.6516246795654	1	1	65
-38.6968757629395	48.5931251525879	0.67	293.75	-52.2468757629395	-70.9120864868164	55.4292602539062	0.970596551895142	32.5146484375	4.25	1.27704714552521	66
-41.5637496948242	51.0800003051758	0.55	186.25	-55.7249984741211	-67.3872222900391	63.8457183837891	0.775259494781494	17.7304019927979	5.25	1.42201143858433	67
-41.8300003051758	49.3693756103516	0.57	177.5	-54.3968734741211	-67.4052886962891	56.311164855957	0.764340281486511	13.8495807647705	4.55	1.08769158652794	68
-42.2974998474121	47.8106262207031	0.53	243.125	-53.9156265258789	-64.8781661987305	62.8887939453125	0.743898272514343	14.8105659484863	5.35	1.25947245004518	69
-42.4837501525879	33.5437507629395	0.55	1060	-54.9718742370605	-73.6808242797852	42.8768539428711	0.964062809944153	8.81798362731934	1	1	70
-43.3868759155273	29.5074996948242	0.59	1310.625	-57.6281242370605	-71.0498657226562	24.4005851745605	0.613762259483337	10.3632078170776	4.35	1.07728814518774	71
-41.8043746948242	50.3356254577637	0.54	80	-57.0968742370605	-61.3352470397949	99.6174468994141	0.807482361793518	33.8530387878418	1.1	1.09468940857574	72
-43.0474998474121	47.9662506103516	0.54	275.625	-57.1656265258789	-67.9798355102539	57.3159332275391	0.743094682693481	12.0082902908325	5.1	1.17827259712631	73
-45.409375	49.7724998474121	0.5	286.25	-58.6875	-67.0724639892578	53.8485870361328	0.771738350391388	10.7201833724976	5.25	1.49861828511342	74
-45.3037498474121	47.05625	0.5	208.125	-57.25	-67.9411849975586	75.0012054443359	0.800687611103058	11.2941055297852	1	1	75
-38.664510345459	47.5130477905273	0.56	163.579208374023	-52.4521636962891	-64.8645095825195	69.6202392578125	0.747670829296112	23.667085647583	4.35	1.84595442327056	76
-42.7399520874023	47.3720504760742	0.56	182.500686645508	-54.8783836364746	-66.9698257446289	56.6818084716797	0.793689012527466	19.3282413482666	3.8	1.13414922038537	77
-39.5904418945313	49.0749839782715	0.57	244.148071289062	-52.6810493469238	-67.3954925537109	53.6367263793945	0.816386938095093	12.5697154998779	3.35	1.07829480034528	78
-41.2286758422852	44.8921165466309	0.54	249.031036376953	-52.6444282531738	-66.7301559448242	49.7101135253906	0.805418610572815	13.5659713745117	4.95	1.21920084423069	79
-35.5943473815918	47.5154876708984	0.66	251.472518920898	-51.4786224365234	-70.4678649902344	50.7915229797363	0.849094390869141	19.7721099853516	3.35	1.23481107014322	80
-37.6757110595703	46.8013549804688	0.68	269.783630371094	-49.891658782959	-65.8759689331055	53.8156776428223	0.834051251411438	15.9957256317139	1.55	1.00525465642966	81
-31.8076118469238	55.978881072998	0.69	228.888824462891	-45.847957611084	-64.2984161376953	58.8870887756348	0.796896934509277	17.7320709228516	3.35	1.17580323810363	82
-27.5765251159668	58.0346076965332	0.63	254.524368286133	-45.649585723877	-63.0887985229492	76.7649688720703	0.793610632419586	19.4113674163818	2.3	1.26105713824101	83
-37.8698081970215	48.9938049316406	0.65	181.890319824219	-51.6953048706055	-65.9358215332031	79.4531021118164	0.779438614845276	22.588191986084	4.6	1.52356786798773	84
-40.7575004577637	48.809375	0.64	163.75	-54.8406257629395	-64.0473175048828	54.8353309631348	0.758899450302124	21.7273693084717	1.15	1.01665018735879	85
-36.503125	53.1212493896484	0.54	156.25	-56.1437492370605	-67.322998046875	78.4064712524414	0.815350353717804	14.6356716156006	5.35	1.14250389706813	86
-43.7493751525879	48.2881256103516	0.72	198.75	-60.6343765258789	-68.8509521484375	59.7143630981445	0.762027740478516	9.82559585571289	1	1	87
-49.28125	41.4981254577637	0.55	805	-61.0843734741211	-76.0872344970703	25.7498073577881	0.715124011039734	4.45189428329468	4.95	1.30755314549397	88
-39.9712509155273	49.3037498474121	0.58	243.75	-53.5843734741211	-68.2978897094727	57.7338104248047	0.801941394805908	14.2252798080444	2.25	1.36887630075244	89
-37.3806251525879	48.6450004577637	0.63	212.5	-53.140625	-69.3713836669922	69.3302154541016	0.808347523212433	22.152811050415	4.4	1.04074408033989	90
-39.5962501525879	51.4724990844727	0.64	216.875	-54.2999992370605	-65.1492462158203	57.008975982666	0.778491020202637	15.5114641189575	3.5	1.07624440996553	91
-41.5262496948242	44.1443740844727	0.6	674.375	-57.7687492370605	-73.8827133178711	49.7871627807617	0.760738968849182	10.31374168396	4.1	1.04927674399108	92
-32.7488014221191	49.9838249206543	0.58	151.982177734375	-53.2212295532227	-66.2919158935547	78.2359466552734	0.769674062728882	15.0061798095703	4.1	1.26276510549094	93
-33.1186866760254	53.7510299682617	0.65	220.343643188477	-45.7594528198242	-62.416919708252	63.9348335266113	0.882066488265991	14.1747522354126	1.05	1.00646508622631	94
